latitude,longitude
47.383212,-123.316549
47.383202,-123.316597
47.383203,-123.316649
47.383204,-123.316699
47.3832,-123.31676
47.383193,-123.316819
47.38318,-123.316872
47.383175,-123.316921
47.383176,-123.316959
47.383179,-123.317006
47.383174,-123.317075
47.383158,-123.317141
47.383139,-123.317205
47.383129,-123.317267
47.383133,-123.317317
47.383122,-123.31738
47.383109,-123.317446
47.383094,-123.317505
47.383075,-123.317563
47.383052,-123.317627
47.383037,-123.317683
47.383023,-123.317744
47.383011,-123.317803
47.383,-123.317858
47.382987,-123.317919
47.382973,-123.31798
47.382961,-123.318044
47.382946,-123.318106
47.382934,-123.318154
47.382919,-123.31821
47.382902,-123.31827
47.382883,-123.318329
47.382861,-123.318383
47.382835,-123.318438
47.382821,-123.318499
47.382811,-123.318561
47.382805,-123.318619
47.382795,-123.318675
47.382787,-123.318734
47.38278,-123.318787
47.382772,-123.31884
47.382765,-123.318896
