latitude,longitude
47.623821,-122.51255
47.623825,-122.51255
47.623825,-122.51255
47.623825,-122.51255
47.623825,-122.51255
47.623825,-122.51255
47.623825,-122.51255
47.623825,-122.51255
47.623825,-122.51255
47.623825,-122.512555
47.623825,-122.512558
47.623825,-122.512562
47.623825,-122.512566
47.623825,-122.512566
47.623825,-122.51257
47.623825,-122.512573
47.623825,-122.512573
47.623825,-122.512573
47.623825,-122.512578
47.623825,-122.512581
47.623825,-122.512581
47.623825,-122.512581
47.623825,-122.512581
47.623825,-122.512581
47.623825,-122.512581
47.623825,-122.512581
47.623825,-122.512581
47.623825,-122.512581
47.623825,-122.512581
47.623823,-122.512581
47.623821,-122.512581
47.623819,-122.512581
47.623817,-122.512581
47.623815,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.623814,-122.512581
47.62382,-122.512594
47.623829,-122.512617
47.623835,-122.512644
47.623839,-122.512674
47.623845,-122.512709
47.623854,-122.512747
47.623868,-122.512785
47.623883,-122.512819
47.623898,-122.512854
47.623916,-122.512888
47.623933,-122.512927
47.623948,-122.512964
47.623965,-122.513003
47.623985,-122.513045
47.624004,-122.513083
47.624025,-122.513125
47.624048,-122.513167
47.624069,-122.513205
47.62409,-122.513243
47.624111,-122.513281
47.62413,-122.513324
47.624149,-122.513365
47.62417,-122.513403
47.624188,-122.513446
47.624208,-122.513492
47.624229,-122.513533
47.62425,-122.513571
47.624273,-122.513609
47.624294,-122.513643
47.624313,-122.513678
47.624332,-122.513716
47.624349,-122.513755
47.624368,-122.513792
47.624389,-122.513831
47.62441,-122.513864
47.624435,-122.513895
47.624462,-122.513926
47.624486,-122.513952
47.624511,-122.513975
47.624538,-122.513993
47.624565,-122.514008
47.624592,-122.514019
47.624616,-122.514027
47.624644,-122.514035
47.624672,-122.514038
47.624699,-122.514038
47.624725,-122.514034
47.62475,-122.51403
47.62477,-122.51403
47.62479,-122.514026
47.624806,-122.514018
47.624817,-122.514011
47.624823,-122.514008
47.624862,-122.513988
47.624883,-122.513985
47.624904,-122.51398
47.624925,-122.513973
47.624946,-122.513969
47.624967,-122.513969
47.624992,-122.513974
47.625019,-122.513977
47.62505,-122.513981
47.62508,-122.513989
47.625111,-122.513992
47.625145,-122.513992
47.62518,-122.513992
47.625212,-122.513992
47.62524,-122.513997
47.625269,-122.513996
47.625302,-122.513992
47.625334,-122.513992
47.625365,-122.513997
47.625395,-122.514
47.625426,-122.514
47.625456,-122.514
47.625489,-122.514
47.625519,-122.514
47.625548,-122.514004
47.62558,-122.514012
47.62561,-122.514015
47.625641,-122.514015
47.625673,-122.51402
47.625702,-122.514023
47.625733,-122.514027
47.625765,-122.51403
47.625793,-122.514035
47.625822,-122.514042
47.62585,-122.51405
47.625879,-122.514053
47.62591,-122.514058
47.625942,-122.514065
47.625972,-122.514069
47.626001,-122.514073
47.62603,-122.514076
47.626056,-122.51408
47.626083,-122.514088
47.62611,-122.514091
47.626136,-122.5141
47.626165,-122.514107
47.626196,-122.514115
47.626226,-122.514122
47.626257,-122.514126
47.626287,-122.514138
47.62632,-122.514149
47.62635,-122.514157
47.62638,-122.514164
47.626412,-122.514176
47.626441,-122.514187
47.626467,-122.514195
47.626494,-122.514206
47.626521,-122.514218
47.62655,-122.514225
47.626578,-122.514237
47.626605,-122.514248
47.626632,-122.51426
47.626661,-122.514275
47.626691,-122.514286
47.62672,-122.51429
